gauge_id,benchmark_catch,surfacewater_abs,groundwater_abs,discharges,abs_agriculture_perc,abs_amenities_perc,abs_energy_perc,abs_environmental_perc,abs_industry_perc,abs_watersupply_perc,abs_highloss_perc,abs_mediumloss_perc,abs_lowloss_perc,abs_verylowloss_perc,num_reservoir,reservoir_cap,reservoir_contributing_area,reservoir_normalised_upstream_capacity,reservoir_he,reservoir_nav,reservoir_drain,reservoir_wr,reservoir_fs,reservoir_env,reservoir_nousedata,reservoir_year_first,reservoir_year_last
16004,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,82300,22.58,0.07,78.01,0.00,0.00,21.99,0.00,0.00,0.00,1958,1964
17001,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,25170,10.14,0.09,0.00,0.00,0.00,84.94,0.00,0.00,15.06,1938,1938
17003,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17004,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17005,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17015,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17018,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18001,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18002,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,12324,34.69,0.05,0.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,NaN
18003,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,9.893607e+04,37.50,0.09,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1857,1965
18008,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18010,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18011,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,9.893607e+04,NaN,NaN,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1857,1965
18014,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,3.21,0.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18017,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18018,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19001,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3.801620e+03,1.79,0.01,0.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,NaN
19006,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4087,16.77,0.04,0.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,NaN
19010,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19017,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19020,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20002,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20003,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20007,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1418,5.37,0.03,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1933,1933
2001,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,34000,24.62,0.05,0.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,NaN
2002,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21003,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,2.956316e+04,7.87,0.03,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1828,1969
21006,Y,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,9.615316e+04,10.22,0.05,0.00,0.00,0.00,96.89,0.00,0.00,3.11,1828,1983
21008,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2.163944e+03,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,NaN
21009,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,9.831710e+04,4.02,0.02,0.00,0.00,0.00,94.76,0.00,0.00,5.24,1828,1983
21011,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,66590,42.54,0.20,0.00,0.00,0.00,95.51,0.00,0.00,4.49,1983,1983
21012,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21013,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21015,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21016,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21017,Y,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21018,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,5650,5.26,0.01,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1828,1969
21022,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,9991,10.95,0.02,0.00,0.00,0.00,79.62,0.00,0.00,20.38,1968,1968
21023,Y,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21024,Y,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21026,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21027,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22001,Y,0.000,0.006,0.003,3.02,0.23,0.04,22.85,0.66,73.20,0.93,73.49,0.11,25.47,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22006,N,0.065,0.000,0.006,0.04,0.00,0.00,0.02,0.01,99.93,0.01,99.99,0.00,0.00,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22007,N,0.066,0.000,0.000,0.00,0.00,0.00,0.00,0.50,99.50,0.00,100.00,0.00,0.00,1,3279,10.74,0.01,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1903,1903
22009,N,0.000,0.008,0.000,0.00,0.00,0.00,0.00,0.16,99.84,0.00,99.84,0.16,0.00,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23001,N,0.065,0.001,0.006,7.11,0.00,4.92,0.00,1.25,86.72,0.13,62.66,0.68,36.53,7,2.255327e+05,11.82,0.10,0.00,0.00,0.00,98.69,0.00,1.31,0.00,1872,1981
23004,Y,0.015,0.001,0.005,33.11,0.00,59.01,0.00,0.00,7.88,0.00,7.88,0.00,92.12,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23006,N,0.031,0.001,0.006,39.09,0.00,57.95,0.00,0.00,2.96,0.00,2.96,0.00,97.04,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23007,N,0.739,0.000,0.037,0.00,0.00,0.00,0.00,0.06,99.94,0.00,95.41,0.06,4.53,1,50060,35.37,0.23,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1966,1966
23008,N,0.051,0.000,0.001,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00,1,10500,11.94,0.03,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1905,1905
23011,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23016,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24001,N,0.051,0.000,0.034,0.03,0.02,0.00,0.00,1.06,98.88,0.04,97.63,0.92,1.41,3,1.084468e+04,6.78,0.02,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1877,1937
24003,N,0.060,0.000,0.009,0.00,0.00,0.00,0.00,1.75,98.25,0.03,96.46,1.30,2.21,1,6.438182e+03,10.84,0.03,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1937,1937
24004,Y,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24005,N,0.000,0.000,0.054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25001,N,0.273,0.006,0.013,0.03,0.00,1.29,0.00,0.00,98.68,0.02,98.69,0.00,1.29,6,87922,21.42,0.09,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1894,1970
25003,Y,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25006,Y,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25012,N,0.000,0.000,0.059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25020,N,0.006,0.004,0.044,35.60,1.00,0.00,0.00,3.98,59.43,0.21,59.43,3.98,36.39,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25021,N,0.012,0.001,0.074,0.00,0.00,0.00,0.00,6.27,93.73,0.00,93.73,6.27,0.00,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25029,N,0.000,0.000,0.029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26003,Y,0.000,0.028,0.005,3.60,0.00,0.00,0.00,0.00,96.40,3.36,96.64,0.00,0.00,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26005,N,0.000,0.002,0.005,100.00,0.00,0.00,0.00,0.00,0.00,95.45,4.55,0.00,0.00,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26006,N,0.000,0.002,0.000,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26008,N,0.001,0.012,0.000,4.00,0.00,0.00,0.00,0.24,95.76,4.24,95.76,0.00,0.00,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26009,N,0.486,0.005,0.040,99.99,0.00,0.00,0.00,0.01,0.00,0.24,0.55,0.00,99.21,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27001,N,0.269,0.009,0.044,24.05,0.00,1.37,0.00,0.29,74.30,0.30,74.50,0.09,25.11,3,2.061679e+04,23.44,0.04,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1901,1936
27002,N,0.410,0.008,0.046,8.29,0.00,36.53,0.00,1.30,53.88,0.09,55.26,0.01,44.65,8,51588,16.06,0.06,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1864,1966
27003,N,0.177,0.007,0.341,1.11,0.09,36.70,0.12,11.50,50.48,0.98,59.93,34.68,4.41,9,22154,2.83,0.01,0.00,8.00,0.00,92.00,0.00,0.00,0.00,1794,1969
27006,N,0.411,0.003,0.080,0.00,0.00,6.50,0.00,18.86,74.64,0.07,83.07,8.26,8.59,10,3.919727e+04,31.86,0.10,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1867,1975
27007,N,0.173,0.006,0.008,2.33,0.00,69.69,0.02,1.12,26.84,0.17,27.03,0.95,71.85,2,7283,2.48,0.01,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1910,1926
27009,N,0.123,0.013,0.014,9.41,0.01,34.36,0.01,2.66,53.55,0.61,53.88,2.00,43.51,5,2.789979e+04,4.16,0.01,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1901,1936
27021,N,0.128,0.008,0.265,0.42,0.23,5.79,0.53,26.86,66.16,2.77,75.45,12.86,8.91,10,3.919727e+04,9.22,0.04,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1867,1975
27023,N,0.001,0.002,0.123,7.22,0.00,0.00,0.00,92.78,0.00,17.27,73.29,9.45,0.00,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27025,N,0.012,0.000,0.194,12.73,5.55,0.00,20.65,61.07,0.00,17.87,29.55,12.69,39.89,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27026,N,0.016,0.000,0.067,20.25,0.00,0.00,32.86,46.89,0.00,0.93,46.93,0.01,52.14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27029,N,0.288,0.001,0.152,1.08,0.04,0.99,0.00,1.94,95.95,0.34,97.26,0.15,2.26,4,16039,4.17,0.03,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1878,1969
27030,N,0.002,0.006,0.193,4.89,5.48,1.67,1.34,86.62,0.00,65.72,10.92,5.61,17.75,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27032,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27034,N,0.049,0.003,0.002,0.50,0.00,60.68,0.00,0.16,38.66,0.04,38.83,0.00,61.13,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27035,Y,0.035,0.003,0.024,23.53,0.13,24.69,0.00,8.64,43.00,0.59,44.54,6.79,48.07,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27038,N,0.935,0.583,0.000,61.59,0.00,0.00,0.00,0.00,38.41,0.00,38.41,0.00,61.59,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
